"species","spnumber","star","pref"
"Drosera rotundifolia L.",10961,"GN","Tottori"
"Euptelea polyandra Siebold et Zucc.",10312,"BU","Tottori"
"Morus australis Poir. in Lam.",9799,"GN","Tottori"
"Torreya nucifera (L.) Sieb. et Zucc.",4003,"GN","Tottori"
"Wisteria brachybotrys Siebold et Zucc.",11648,"BU","Tottori"
"Carpinus laxiflora (Siebold et Zucc.) Blume",9713,"GN","Tottori"
"Dendranthema japonicum (Makino) Kitam. var. wakasaense Shimot. ex Kitam.",176,"GD","Tottori"
"Plagiogyria matsumureana Makino",3337,"GN","Tottori"
"Haloragis micrantha (Thunb.) R. Br. ex Sieb. et Zucc.",5723,"GN","Tottori"
"Cladium mariscus subsp. mariscus",21441,"GN","Tottori"
"Rosa rugosa Thunb.",11476,"GN","Hyogo"
"Swertia bimaculata (Sieb. et Zucc.) Hook. f. et Thoms. ex C. B. Clarke",4654,"GN","Hyogo"
"Aria alnifolia (Siebold et Zucc.) Decne.",11297,"GN","Tottori"
"Fraxinus sieboldiana Bl.",4625,"GN","Tottori"
"Disporum smilacinum A. Gray",29829,"GN","Hyogo"
"Quercus myrsinifolia Blume",9741,"GN","Hyogo"
"Caesalpinia decapetala (Roth) Alston",11581,"GN","Hyogo"
"Picrasma quassioides (D. Don) Benn.",5354,"GN","Hyogo"
"Daphniphyllum macropodum Miq.",3176,"GN","Hyogo"
"Euonymus fortunei (Turcz.) Hand.-Mazz. var. radicans Sieb. ex Miq.",662,"GN","Hyogo"
"Rhus ambigua Lavall{e'}e ex Dippel",5371,"GN","Hyogo"
"Laportea bulbifera (Siebold et Zucc.) Wedd.",9810,"GN","Tottori"
"Laportea bulbifera (Siebold et Zucc.) Wedd.",9810,"GN","Hyogo"
"Zanthoxylum piperitum (L.) DC.",5338,"GN","Hyogo"
"Magnolia salicifolia (Siebold et Zucc.) Maxim.",10250,"BU","Hyogo"
"Elliottia paniculata (Sieb. et Zucc.) Benth. et Hook. f.",4411,"GN","Tottori"
"Elliottia paniculata (Sieb. et Zucc.) Benth. et Hook. f.",4411,"GN","Hyogo"
"Adiantum pedatum L.",3447,"GN","Hyogo"
"Ajuga decumbens Thunb.",4925,"GN","Hyogo"
"Swida controversa (Hemsl. ex Prain) Soj{a'}rk",5732,"GN","Hyogo"
"Arundo donax L.",29395,"GN","Tottori"
"Ilex macropoda Miq.",5429,"GN","Tottori"
"Ilex macropoda Miq.",5429,"GN","Hyogo"
"Rubia argyi (L{e'}v. et Van.) Hara ex Lauener",4839,"GN","Hyogo"
"Rubus peltatus Maxim.",11411,"GN","Hyogo"
"Meliosma myriantha Sieb. et Zucc.",5406,"GN","Hyogo"
"Gynostemma pentaphyllum (Thunb.) Makino",5635,"GN","Hyogo"
"Rhododendron obtusum (Lindl.) Planch. var. kaempferi Planch.",290,"BU","Hyogo"
"Wedelia prostrata Hemsl.",3146,"GN","Hyogo"
"Sophora flavescens Sol.",11598,"GN","Hyogo"
"Phryma leptostachya L. var. oblongifolia Koidz.",499,"GN","Hyogo"
"Salsola komarovii Iljin",10216,"GN","Hyogo"
"Quercus dentata Thunb.",9723,"GN","Hyogo"
"Chelidonium majus L. subsp. asiaticum H. Hara",10801,"GN","Hyogo"
"Dendranthema japonicum (Makino) Kitam. var. wakasaense Shimot. ex Kitam.",176,"GD","Hyogo"
"Tsuga sieboldii Carri{e`}re",3972,"GN","Hyogo"
"Ulmus laciniata (Trautv.) Mayr",9761,"GN","Hyogo"
"Juglans mandshurica Maxim. var. sachalinensis (Miyabe et Kud{o^}) Kitam.",9579,"GN","Hyogo"
"Patrinia villosa (Thunb.) Juss.",5257,"GN","Hyogo"
"Actinidia polygama (Siebold et Zucc.) Planch. ex Maxim.",10711,"GN","Hyogo"
"Sorbus commixta Hedl.",11291,"?","Hyogo"
"Fagus crenata Blume",9718,"BU","Hyogo"
"Aesculus turbinata Blume",5402,"GN","Hyogo"
"Fagus japonica Maxim.",9719,"BU","Hyogo"
"Rhododendron japonicum (A. Gray) Suringar",4465,"BU","Kyoto"
"Rhododendron japonicum (A. Gray) Suringar",4465,"BU","Hyogo"
"Aster scaber Thunb.",4175,"GN","Kyoto"
"Rubus pectinellus Maxim.",11404,"GN","Kyoto"
"Lophatherum gracile Brongn.",29531,"GN","Kyoto"
"Patrinia villosa (Thunb.) Juss.",5257,"GN","Kyoto"
"Zanthoxylum schinifolium Sieb. et Zucc.",5343,"GN","Kyoto"
"Rosa rugosa Thunb.",11476,"GN","Kyoto"
"Meliosma myriantha Sieb. et Zucc.",5406,"GN","Kyoto"
"Parthenocissus tricuspidata (Sieb. et Zucc.) Planch.",5488,"GN","Kyoto"
"Epigaea asiatica Maxim.",4418,"BU","Kyoto"
"Epigaea asiatica Maxim.",4418,"BU","Hyogo"
"Buckleya lanceolata (Siebold et Zucc.) Miq.",9889,"GN","Kyoto"
"Buckleya lanceolata (Siebold et Zucc.) Miq.",9889,"GN","Hyogo"
"Kerria japonica (L.) DC.",11510,"GN","Kyoto"
"Dicranopteris linearis (Burm. f.) Underw.",3341,"GN","Kyoto"
"Sapium japonicum (Sieb. et Zucc.) Pax et K. Hoffm.",5301,"GN","Kyoto"
"Quercus myrsinifolia Blume",9741,"GN","Kyoto"
"Pseudolysimachion ornatum (Monjuschko) Holub",5077,"BK","Kyoto"
"Pseudolysimachion ornatum (Monjuschko) Holub",5077,"BK","Hyogo"
"Mallotus japonicus (Thunb. ex L. f.) M{uu}ll. Arg.",5295,"GN","Kyoto"
"Akebia trifoliata (Thunb.) Koidz.",10580,"GN","Kyoto"
"Rhododendron obtusum (Lindl.) Planch. var. kaempferi Planch.",290,"BU","Kyoto"
"Salix integra Thunb.",9613,"GN","Kyoto"
"Salix integra Thunb.",9613,"GN","Hyogo"
"Artemisia japonica Thunb. subsp. japonica",165,"GN","Kyoto"
"Quercus salicina Blume",9742,"GN","Kyoto"
"Sanguisorba officinalis L.",11499,"GN","Kyoto"
"Abies firma Sieb. et Zucc.",3968,"BU","Kyoto"
"Abies firma Sieb. et Zucc.",3968,"BU","Hyogo"
"Glehnia littoralis F. Schmidt",5783,"GN","Kyoto"
"Ardisia japonica (Thunb.) Bl.",4535,"GN","Kyoto"
"Macleaya cordata (Willd.) R. Br.",10805,"GN","Kyoto"
"Aesculus turbinata Blume",5402,"GN","Kyoto"
"Daphniphyllum macropodum Miq.",3176,"GN","Kyoto"
"Viburnum dilatatum Thunb. ex Murray",5219,"GN","Kyoto"
"Callicarpa japonica Thunb.",4907,"GN","Kyoto"
"Magnolia salicifolia (Siebold et Zucc.) Maxim.",10250,"BU","Kyoto"
"Picrasma quassioides (D. Don) Benn.",5354,"GN","Kyoto"
"Wisteria brachybotrys Siebold et Zucc.",11648,"BU","Kyoto"
"Padus grayana (Maxim.) C.K.Schneid.",11327,"GN","Kyoto"
"Padus grayana (Maxim.) C.K.Schneid.",11327,"GN","Hyogo"
"Adenostemma j R. Forst. et G. Forst.",4293,"GN","Kyoto"
"Adenostemma j R. Forst. et G. Forst.",4293,"GN","Hyogo"
"Wisteria japonica Siebold et Zucc.",11645,"GN","Kyoto"
"Acalypha australis L.",5291,"GN","Kyoto"
"Rubus microphyllus L.f.",11420,"GN","Kyoto"
"Phryma leptostachya L. var. oblongifolia Koidz.",499,"GN","Kyoto"
"Elaeagnus pungens Thunb.",5553,"GN","Kyoto"
"Polygala japonica Houtt.",5362,"GN","Kyoto"
"Youngia japonica (L.) DC.",4062,"GN","Kyoto"
"Pourthiaea villosa (Thunb.) Decne. var. villosa",11300,"GN","Kyoto"
"Juglans mandshurica Maxim. var. sachalinensis (Miyabe et Kud{o^}) Kitam.",9579,"GN","Kyoto"
"Taraxacum albidum Dahlst.",4022,"BU","Kyoto"
"Taraxacum albidum Dahlst.",4022,"BU","Hyogo"
"Clematis apiifolia DC.",10437,"GN","Kyoto"
"Acer japonicum Thunb.",5389,"BU","Kyoto"
"Acer japonicum Thunb.",5389,"BU","Hyogo"
"Cephalotaxus harringtonia (Knight ex Forbes) K. Koch",4002,"GN","Kyoto"
"Alnus japonica (Thunb.) Steud.",9676,"GN","Kyoto"
"Aria japonica Decne.",11298,"BU","Kyoto"
"Paraixeris denticulata (Houtt.) Nakai",4052,"GN","Kyoto"
"Chamaecyparis obtusa (Sieb. et Zucc.) Endl.",3992,"BU","Hyogo"
"Centipeda minima (L.) A. Br. et Asch.",4204,"GN","Kyoto"
"Centipeda minima (L.) A. Br. et Asch.",4204,"GN","Hyogo"
"Gynostemma pentaphyllum (Thunb.) Makino",5635,"GN","Kyoto"
"Lysimachia japonica Thunb.",4553,"GN","Kyoto"
"Disporum smilacinum A. Gray",29829,"GN","Kyoto"
"Lindera obtusiloba Blume",10281,"GN","Kyoto"
"Fagus japonica Maxim.",9719,"BU","Kyoto"
"Hydrangea petiolaris Siebold et Zucc.",11203,"GN","Kyoto"
"Adiantum pedatum L.",3447,"GN","Kyoto"
"Acer pictum Thunb. subsp. mono Maxim.",648,"GN","Kyoto"
"Sorbus gracilis (Siebold et Zucc.) K. Koch",11296,"BU","Kyoto"
"Patrinia triloba (Miq.) Miq. var. takeuchiana Makino",611,"GD","Kyoto"
"Patrinia triloba (Miq.) Miq. var. takeuchiana Makino",611,"GD","Fukui"
"Ilex sugerokii Maxim. var. brevipedunculata Maxim.",657,"GN","Kyoto"
"Viburnum phlebotrichum Sieb. et Zucc.",5215,"BU","Kyoto"
"Ajuga decumbens Thunb.",4925,"GN","Kyoto"
"Lindera praecox (Siebold et Zucc.) Blume",10282,"BU","Kyoto"
"Ilex latifolia Thunb.",5419,"GN","Kyoto"
"Ilex latifolia Thunb.",5419,"GN","Fukui"
"Boninia albiflora (Hook.) Meisn. var. japonica Nakai ex Makino et Nemoto",626,"GN","Kyoto"
"Sorbus commixta Hedl.",11291,"?","Kyoto"
"Stauntonia hexaphylla (Thunb.) Decne.",10578,"GN","Kyoto"
"Stauntonia hexaphylla (Thunb.) Decne.",10578,"GN","Fukui"
"Actinidia arguta (Siebold et Zucc.) Planch. ex Miq. var. arguta",10709,"GN","Kyoto"
"Myrica rubra Siebold et Zucc.",9574,"GN","Kyoto"
"Zanthoxylum piperitum (L.) DC.",5338,"GN","Kyoto"
"Wedelia prostrata Hemsl.",3146,"GN","Fukui"
"Fagus crenata Blume",9718,"BU","Kyoto"
"Callicarpa mollis Sieb. et Zucc.",4901,"GN","Kyoto"
"Saxifraga fortunei Hook. f. var. alpina (Matsum. et Nakai) Nakai",11092,"GN","Kyoto"
"Rubia argyi (L{e'}v. et Van.) Hara ex Lauener",4839,"GN","Kyoto"
"Lindera erythrocarpa Makino",10278,"GN","Kyoto"
"Meliosma tenuis Maxim.",5407,"GN","Kyoto"
"Torreya nucifera (L.) Sieb. et Zucc.",4003,"GN","Kyoto"
"Xylosma japonicum (Thunb.) A. Gray",5570,"GN","Fukui"
"Lophatherum gracile Brongn.",29531,"GN","Shiga"
"Farfugium japonicum (L.) Kitam.",4106,"GN","Shiga"
"Orixa japonica Thunb.",5337,"GN","Shiga"
"Quercus aliena Blume",9731,"GN","Shiga"
"Cyrtomium falcatum (L. f.) C. Presl",3553,"GN","Shiga"
"Acer nikoense Maxim.",5394,"BU","Shiga"
"Quercus sessilifolia Blume",9736,"GN","Shiga"
"Podocarpus macrophyllus (Thunb.) D. Don",4000,"GN","Shiga"
"Podocarpus macrophyllus (Thunb.) D. Don",4000,"GN","Fukui"
"Rumex japonicus Houtt.",9910,"GN","Shiga"
"Litsea coreana H.Lev.",10295,"GN","Shiga"
"Litsea coreana H.Lev.",10295,"GN","Fukui"
"Stauntonia hexaphylla (Thunb.) Decne.",10578,"GN","Shiga"
"Quercus glauca Thunb.",9738,"GN","Shiga"
"Marsdenia tomentosa Morr. et Decne.",4723,"GN","Shiga"
"Marsdenia tomentosa Morr. et Decne.",4723,"GN","Fukui"
"Lyonia ovalifolia (Wall.) Drude var. elliptica Sieb. et Zucc.",328,"GN","Shiga"
"Fagus japonica Maxim.",9719,"BU","Shiga"
"Rhododendron japonicum (A. Gray) Suringar",4465,"BU","Shiga"
"Acer distylum Sieb. et Zucc.",5385,"BU","Shiga"
"Patrinia scabiosifolia Fisch. ex Trevir.",5256,"GN","Shiga"
"Tsuga sieboldii Carri{e`}re",3972,"GN","Shiga"
"Swertia bimaculata (Sieb. et Zucc.) Hook. f. et Thoms. ex C. B. Clarke",4654,"GN","Shiga"
"Magnolia kobus DC.",10251,"GN","Shiga"
"Ainsliaea apiculata Sch.-Bip.",3160,"GN","Shiga"
"Sciadopitys verticillata (Thunb.) Sieb. et Zucc.",3966,"GD","Shiga"
"Chamaecyparis obtusa (Sieb. et Zucc.) Endl.",3992,"BU","Shiga"
"Adenostemma j R. Forst. et G. Forst.",4293,"GN","Shiga"
"Adenostemma j R. Forst. et G. Forst.",4293,"GN","Fukui"
"Panax pseudoginseng Wall. var. japonicus",752,"GN","Shiga"
"Hylodesmum oldhamii (Oliv.) H.Ohashi et R.R.Mill",11735,"GN","Shiga"
"Hylodesmum oldhamii (Oliv.) H.Ohashi et R.R.Mill",11735,"GN","Fukui"
"Lindera triloba (Siebold et Zucc.) Blume",10289,"BU","Shiga"
"Dryopteris erythrosora (D. C. Eaton) Kuntze",3684,"GN","Shiga"
"Pterocarya rhoifolia Siebold et Zucc.",9576,"GN","Shiga"
"Sanicula chinensis Bunge",5760,"GN","Shiga"
"Elaeagnus glabra Thunb.",5554,"GN","Shiga"
"Elaeagnus glabra Thunb.",5554,"GN","Fukui"
"Juglans mandshurica Maxim. var. sachalinensis (Miyabe et Kud{o^}) Kitam.",9579,"GN","Shiga"
"Euonymus fortunei (Turcz.) Hand.-Mazz. var. radicans Sieb. ex Miq.",662,"GN","Shiga"
"Aralia cordata Thunb.",3227,"GN","Shiga"
"Lindera praecox (Siebold et Zucc.) Blume",10282,"BU","Shiga"
"Meliosma tenuis Maxim.",5407,"GN","Shiga"
"Salix udensis Trautv. et C. A. Mey.",9622,"GN","Shiga"
"Elaeagnus umbellata Thunb.",3200,"GN","Shiga"
"Thuja standishii (Gordon) Carri{e`}re",3991,"BU","Shiga"
"Quercus dentata Thunb.",9723,"GN","Shiga"
"Quercus dentata Thunb.",9723,"GN","Fukui"
"Aesculus turbinata Blume",5402,"GN","Shiga"
"Eclipta prostrata (L.) L.",4096,"GN","Shiga"
"Cimicifuga simplex (DC.) Turcz",10328,"GN","Shiga"
"Lespedeza buergeri Miq.",11745,"GN","Shiga"
"Gnaphalium japonicum Thunb.",4271,"GN","Shiga"
"Stephanandra incisa (Thunb.) Siebold et Zucc. ex Zabel var. incisa",11254,"GN","Shiga"
"Viburnum phlebotrichum Sieb. et Zucc.",5215,"BU","Shiga"
"Chloranthus serratus (Thunb.) Roem. et Schult.",10621,"GN","Shiga"
"Actinidia polygama (Siebold et Zucc.) Planch. ex Maxim.",10711,"GN","Shiga"
"Parasenecio delphiniifolia (Sieb. et Zucc.) H. Koyama",4138,"GN","Shiga"
"Elaeagnus glabra Thunb.",5554,"GN","Gifu"
"Silene miqueliana (Rohrb.) H.Ohashi et H.Nakai",10151,"BU","Shiga"
"Saxifraga fortunei Hook. f. var. alpina (Matsum. et Nakai) Nakai",11092,"GN","Shiga"
"Boninia albiflora (Hook.) Meisn. var. japonica Nakai ex Makino et Nemoto",626,"GN","Shiga"
"Ainsliaea apiculata Sch.-Bip.",3160,"GN","Gifu"
"Gynostemma pentaphyllum (Thunb.) Makino",5635,"GN","Shiga"
"Miricacalia palmata (Thunb.) Maxim.",4132,"GN","Shiga"
"Rhododendron semibarbatum Maxim.",4432,"GN","Shiga"
"Hydrangea petiolaris Siebold et Zucc.",11203,"GN","Shiga"
"Euptelea polyandra Siebold et Zucc.",10312,"BU","Shiga"
"Nandina domestica Thunb.",10558,"GN","Shiga"
"Castanopsis cuspidata (Thunb.) Schotlky",9755,"GN","Gifu"
"Rhynchospermum verticillatum Reinw.",4164,"GN","Gifu"
"Maesa japonica (Thunb.) Moritzi",4530,"GN","Gifu"
"Stauntonia hexaphylla (Thunb.) Decne.",10578,"GN","Gifu"
"Fatsia japonica (Thunb.) Decne. et Planch.",3228,"GN","Gifu"
"Gardenia jasminoides Ellis",4791,"GN","Gifu"
"Ligustrum japonicum Thunb.",4636,"GN","Gifu"
"Osmanthus heterophyllus (G. Don) P. S. Green",4634,"BU","Gifu"
"Quercus gilva Blume",9737,"GN","Gifu"
"Ilex rotunda Thunb.",5414,"GN","Gifu"
"Photinia glabra (Thunb.) Maxim.",11302,"GN","Gifu"
"Ulmus parvifolia Jacq.",9758,"GN","Gifu"
"Taraxacum albidum Dahlst.",4022,"BU","Gifu"
"Quercus acuta Thunb.",9734,"GN","Nagano"
"Daphniphyllum macropodum Miq.",3176,"GN","Gifu"
"Daphniphyllum macropodum Miq.",3176,"GN","Nagano"
"Dryopteris erythrosora (D. C. Eaton) Kuntze",3684,"GN","Nagano"
"Quercus sessilifolia Blume",9736,"GN","Nagano"
"Angelica japonica A. GrayA. Gray",3247,"GN","Gifu"
"Angelica japonica A. GrayA. Gray",3247,"GN","Nagano"
"Ilex integra Thunb.",5415,"GN","Nagano"
"Smilax china L.",29794,"GN","Shizuoka"
"Sorbus commixta Hedl.",11291,"?","Shizuoka"
"Eupatorium makinoi Kawahara et Yahara var. oppositifolium Koidz.",202,"GN","Shizuoka"
"Schisandra repanda (Siebold et Zucc.) Radlk.",10257,"GN","Shizuoka"
"Sorbus matsumurana (Makino) Koehne",11294,"BU","Shizuoka"
"Lysimachia clethroides Duby",29844,"GN","Shizuoka"
"Kerria japonica (L.) DC.",11510,"GN","Shizuoka"
"Oenanthe javanica (Blume) DC.",3235,"GN","Shizuoka"
"Pueraria lobata (Willd.) Ohwi",11792,"GN","Shizuoka"
"Paraixeris denticulata (Houtt.) Nakai",4052,"GN","Shizuoka"
"Impatiens noli-tangere L.",5409,"GN","Shizuoka"
"Sibbaldia procumbens L.",11569,"GN","Shizuoka"
"Sapium japonicum (Sieb. et Zucc.) Pax et K. Hoffm.",5301,"GN","Shizuoka"
"Adiantum pedatum L.",3447,"GN","Shizuoka"
"Paederia foetida L.",4835,"GN","Shizuoka"
"Rubus parvifolius L.",11435,"GN","Shizuoka"
"Silene miqueliana (Rohrb.) H.Ohashi et H.Nakai",10151,"BU","Shizuoka"
"Viburnum furcatum Bl. ex Maxim.",5214,"GN","Shizuoka"
"Alnus viridis (Chaix) Lam. et DC. subsp. maximowiczii (Callier ex C.K.Schneid.) H. Ohba",9663,"GN","Shizuoka"
"Acer nikoense Maxim.",5394,"BU","Shizuoka"
"Wisteria floribunda (Willd.) DC.",11647,"BU","Shizuoka"
"Larix kaempferi (Lamb.) Carri{e`}re",3975,"GD","Shizuoka"
"Disporum smilacinum A. Gray",29829,"GN","Shizuoka"
"Acer japonicum Thunb.",5389,"BU","Shizuoka"
"Ilex pedunculosa Miq.",5413,"GN","Shizuoka"
"Acer crataegifolium Sieb. et Zucc.",5383,"BU","Shizuoka"
"Padus grayana (Maxim.) C.K.Schneid.",11327,"GN","Shizuoka"
"Hovenia dulcis Thunb.",5472,"GN","Shizuoka"
"Lyonia ovalifolia (Wall.) Drude var. elliptica Sieb. et Zucc.",328,"GN","Shizuoka"
"Pedicularis keiskei Fr. et Sav.",5113,"BK","Shizuoka"
"Rosa multiflora Thunb. var. multiflora",11464,"GN","Shizuoka"
"Acer pictum Thunb. subsp. mono Maxim.",648,"GN","Shizuoka"
"Hydrangea paniculata Siebold",11209,"GN","Shizuoka"
"Senecio cannabifolius Less.",4119,"GN","Shizuoka"
"Arctous alpinus (L.) Nied. var. japonicus Nakai",330,"GN","Shizuoka"
"Fraxinus sieboldiana Bl.",4625,"GN","Shizuoka"
"Hydrangea involucrata Siebold var. involucrata",11206,"BU","Shizuoka"
"Xanthium strumarium L.",4077,"GN","Shizuoka"
"Aralia elata (Miq.) Seem.",5738,"GN","Shizuoka"
"Thalictrum minus L. var. hypoleucum (Siebold et Zucc.) Miq.",10543,"GN","Shizuoka"
"Picea alcoquiana (Veitch ex Lindl.) Carri{e`}re",3981,"GD","Shizuoka"
"Dendranthema japonicum (Makino) Kitam.",4242,"BU","Shizuoka"
"Castanea crenata Siebold et Zucc.",9752,"GN","Shizuoka"
"Vaccinium vitis-idaea L.",4505,"GN","Shizuoka"
"Houttuynia cordata Thunb.",10614,"GN","Shizuoka"
"Betula ermanii Cham. var. ermanii",9692,"GN","Shizuoka"
"Lysimachia japonica Thunb.",4553,"GN","Shizuoka"
"Picea jezoensis Carri{e`}re var. hondoensis Mayr",79,"BU","Shizuoka"
"Stewartia monadelpha Siebold et Zucc.",10724,"BU","Nagano"
"Stewartia monadelpha Siebold et Zucc.",10724,"BU","Shizuoka"
"Hylodesmum oldhamii (Oliv.) H.Ohashi et R.R.Mill",11735,"GN","Shizuoka"
"Aria alnifolia (Siebold et Zucc.) Decne.",11297,"GN","Shizuoka"
"Euonymus alatus (Thunb.) Sieb.",3186,"GN","Shizuoka"
"Lindera obtusiloba Blume",10281,"GN","Shizuoka"
"Parnassia palustris L.",11056,"GN","Shizuoka"
"Abies homolepis Sieb. et Zucc.",3967,"BU","Shizuoka"
"Ilex rugosa F. Schmidt",5424,"GN","Shizuoka"
"Fallopia japonica (Houtt.) Ronse Decr. var. japonica",9949,"GN","Shizuoka"
"Arcterica nana (Maxim.) Makino",4494,"GN","Shizuoka"
"Harrimanella stelleriana (Pall.) Coville",4492,"GN","Shizuoka"
"Trautvetteria palmata Fisch. et C. A. Mey. var. palmate",10450,"GN","Shizuoka"
"Boninia albiflora (Hook.) Meisn. var. japonica Nakai ex Makino et Nemoto",626,"GN","Shizuoka"
"Impatiens textorii Miq.",5408,"GN","Shizuoka"
"Acer ukurunduense Trautv. et C. A. Mey.",5387,"GN","Shizuoka"
"Viburnum phlebotrichum Sieb. et Zucc.",5215,"BU","Shizuoka"
"Fagus crenata Blume",9718,"BU","Shizuoka"
"Chloranthus japonicus Siebold",10620,"GN","Shizuoka"
"Carpinus tschonoskii Maxim.",9712,"GN","Shizuoka"
"Rhus ambigua Lavall{e'}e ex Dippel",5371,"GN","Shizuoka"
"Vaccinium japonicum Miq.",4498,"GN","Shizuoka"
"Phellodendron amurense Rupr.",3178,"GN","Shizuoka"
"Tripterospermum japonicum (Sieb. et Zucc.) Maxim.",4682,"GN","Shizuoka"
"Picea alcoquiana (Veitch ex Lindl.) Carri{e`}re var. reflexa Shiras. et Koyama",78,"BK","Shizuoka"
"Diphylleia grayi F. Schmidt",10577,"GN","Shizuoka"
"Macleaya cordata (Willd.) R. Br.",10805,"GN","Shizuoka"
"Orixa japonica Thunb.",5337,"GN","Shizuoka"
"Ajuga decumbens Thunb.",4925,"GN","Shizuoka"
"Geranium nepalense Sweet",11856,"GN","Shizuoka"
"Acer distylum Sieb. et Zucc.",5385,"BU","Shizuoka"
"Artemisia sinanensis Y. Yabe",4215,"GD","Shizuoka"
"Cladothamnus bracteatus (Maxim.) Yamazaki",4410,"BU","Shizuoka"
"Callicarpa japonica Thunb.",4907,"GN","Shizuoka"
"Ostrya japonica Sarg.",9710,"GN","Shizuoka"
"Viburnum dilatatum Thunb. ex Murray",5219,"GN","Shizuoka"
"Hylodesmum podocarpum (DC.) H.Ohashi et R.R.Mill var. oxyphyllum (DC.) H.Ohashi et R.R.Mill",11743,"GN","Shizuoka"
"Rhus javanica L.",5372,"GN","Shizuoka"
"Fagus japonica Maxim.",9719,"BU","Shizuoka"
"Lespedeza buergeri Miq.",11745,"GN","Shizuoka"
"Acer argutum Maxim.",5378,"BU","Shizuoka"
"Rhododendron semibarbatum Maxim.",4432,"GN","Shizuoka"
"Rhus trichocarpa Miq.",5373,"GN","Shizuoka"
"Hieracium japonicum Franch. et Sav.",4056,"BU","Shizuoka"
"Coptis trifolia (L.) Salisb.",10494,"GN","Shizuoka"
"Artemisia pedunculosa Miq.",4214,"GD","Shizuoka"
"Rumex japonicus Houtt.",9910,"GN","Shizuoka"
"Trientalis europaea L.",4559,"GN","Shizuoka"
"Smilax sieboldii Miq.",30389,"GN","Shizuoka"
"Zelkova serrata (Thunb.) Makino",9762,"GN","Shizuoka"
"Mimulus nepalensis Benth.",5050,"GN","Shizuoka"
"Torreya nucifera (L.) Sieb. et Zucc.",4003,"GN","Shizuoka"
"Alnus matsumurae Callier",9671,"GD","Shizuoka"
"Stellaria nipponica Ohwi var. nipponica",10108,"GD","Shizuoka"
"Tsuga diversifolia (Maxim.) Mast.",3973,"BU","Shizuoka"
"Aruncus dioicus (Walter) Fernaid var. kamtschaticus (Maxim.) H. Hara",11247,"GN","Shizuoka"
"Geum pentapetalum (L.) Makino",11570,"GN","Shizuoka"
"Celastrus orbiculatus Thunb.",3188,"GN","Shizuoka"
"Cassiope lycopodioides (Pall.) D. Don",4493,"GN","Shizuoka"
"Salix integra Thunb.",9613,"GN","Shizuoka"
"Picrasma quassioides (D. Don) Benn.",5354,"GN","Shizuoka"
"Rhododendron keiskei Miq.",4429,"BU","Shizuoka"
"Polygala japonica Houtt.",5362,"GN","Shizuoka"
"Swida macrophylla (Wall.) Soj{a'}rk",5733,"GN","Shizuoka"
"Diapensia lapponica L. var. obovata",273,"GN","Shizuoka"
"Salix udensis Trautv. et C. A. Mey.",9622,"GN","Shizuoka"
"Pinus pumila (Pall.) Regel",3983,"GN","Shizuoka"
"Spiraea betulifolia Pall.",11277,"?","Yamanashi"
"Spiraea betulifolia Pall.",11277,"?","Shizuoka"
"Acer carpinifolium Sieb. et Zucc.",5397,"BU","Shizuoka"
"Swertia bimaculata (Sieb. et Zucc.) Hook. f. et Thoms. ex C. B. Clarke",4654,"GN","Shizuoka"
"Pinus koraiensis Sieb. et Zucc.",3984,"GN","Shizuoka"
"Lonicera japonica Thunb. ex Murray",5231,"GN","Shizuoka"
"Pterocarya rhoifolia Siebold et Zucc.",9576,"GN","Shizuoka"
"Meliosma tenuis Maxim.",5407,"GN","Shizuoka"
"Oplopanax japonicus (Nakai) Nakai",5752,"BU","Shizuoka"
"Geum calthifolium Sm. var. nipponicum (F.Bolle) Ohwi",11572,"GN","Shizuoka"
"Cynanchum caudatum (Miq.) Maxim.",4720,"GN","Shizuoka"
"Schizophragma hydrangeoides Siebold et Zucc.",11199,"GN","Shizuoka"
"Alnus japonica (Thunb.) Steud.",9676,"GN","Shizuoka"
"Juniperus rigida Sieb. et Zucc.",3997,"GN","Shizuoka"
"Abies firma Sieb. et Zucc.",3968,"BU","Shizuoka"
"Quercus crispula Blume",9724,"GN","Shizuoka"
"Filipendula camtschatica (Pall.) Maxim.",11513,"GN","Shizuoka"
"Zanthoxylum schinifolium Sieb. et Zucc.",5343,"GN","Shizuoka"
"Pourthiaea villosa (Thunb.) Decne. var. villosa",11300,"GN","Shizuoka"
"Staphylea bumalda DC.",5456,"GN","Shizuoka"
"Tsuga sieboldii Carri{e`}re",3972,"GN","Shizuoka"
"Clethra barbinervis Sieb. & Zucc.",29824,"GN","Shizuoka"
"Populus suaveolens Fisch.",9587,"GN","Shizuoka"
"Chloranthus serratus (Thunb.) Roem. et Schult.",10621,"GN","Shizuoka"
"Euonymus fortunei (Turcz.) Hand.-Mazz. var. radicans Sieb. ex Miq.",662,"GN","Shizuoka"
"Saxifraga fortunei Hook. f. var. alpina (Matsum. et Nakai) Nakai",11092,"GN","Shizuoka"
"Acer micranthum Sieb. et Zucc.",5384,"BU","Shizuoka"
"Patrinia scabiosifolia Fisch. ex Trevir.",5256,"GN","Shizuoka"
"Leucothoe grayana Maxim.",4488,"BU","Shizuoka"
"Acer rufinerve Sieb. et Zucc.",5379,"BU","Shizuoka"
"Ampelopsis glandulosa (Wall.) Momiy. var. hancei",682,"GN","Shizuoka"
"Quercus dentata Thunb.",9723,"GN","Shizuoka"
